Author,Title,URL,search_keyword,duration_sec
rockentry,Took 5 Years to Climb my First V10 ( 7C+ ),https://www.youtube.com//watch?v=agXHnV4Rx_M&pp=ygULY2xpbWJpbmcgdjc%3D,climbing v7,796
ANNA DAVEY Climbing and Fitness,KILTER BOARD - ADRENALINE VAULT REVAMP - V7'S,https://www.youtube.com//watch?v=XF-tktkD71Q&pp=ygULY2xpbWJpbmcgdjc%3D,climbing v7,904
Miguel Climbs,Jam PACKED Climbing WKD - Dirty Rail V7 and Red Rock Rehab - Sunday Sends Ep 103 - Refuge Climb,https://www.youtube.com//watch?v=XGwJn3l6Jw4&pp=ygULY2xpbWJpbmcgdjc%3D,climbing v7,734
Psychi,Can Sam Mawson climb the entire V5-V7 set at The Depot | Psychi,https://www.youtube.com//watch?v=9H6fJt5KTiY&pp=ygULY2xpbWJpbmcgdjc%3D,climbing v7,718
andyliu84,Black Mountain Bouldering: Tour de France (V7),https://www.youtube.com//watch?v=8KJdZb8yG7o&pp=ygULY2xpbWJpbmcgdjc%3D,climbing v7,44
Stianseba_,Sent my first V7!!!,https://www.youtube.com//shorts/ZhLArYIR9vA,climbing v7,55
rockentry,나와 함께 V8/7B 볼더 문제 등반 방법 배우기(SCORPION Dynamic Move Crux),https://www.youtube.com//watch?v=E8CtCg5B4LE&pp=ugMICgJrbxABGAHKBQtjbGltYmluZyB2OA%3D%3D,climbing v8,736
Keeoh+,can i still climb v8 after a YEAR?,https://www.youtube.com//watch?v=zVAABL09ZkU&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,759
HoseokClimb,V8까지의 암벽 등반 훈련 루틴 공개(초급~중급),https://www.youtube.com//watch?v=IHHEKcfVIsg&pp=ugMICgJrbxABGAHKBQtjbGltYmluZyB2OA%3D%3D,climbing v8,1434
beta boi brandon,INTERMEDIATE Climbing Drills that got me past V8,https://www.youtube.com//watch?v=f1J5sENPVUM&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,568
Francis Lao,Climbing Progression: V4 Plateau to First Outdoor V8 in 6 months,https://www.youtube.com//watch?v=a4zcQSZn4qg&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,502
Bryan's Bomber Beta,중급자로서 등반 훈련 방법 - [볼더링 V6 - V8],https://www.youtube.com//watch?v=j8t2_oJTF88&pp=ugMICgJrbxABGAHKBQtjbGltYmluZyB2OA%3D%3D,climbing v8,652
REEL ROCK,World's Hardest Flash - Adam Ondra Climbs 5.15 (9a+) First Try,https://www.youtube.com//watch?v=b6OvrRbGU68&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,637
bossclimbs,V5 Plateau에서 4개월 만에 첫 Moonboard V8까지: 나의 훈련 전략(힌트: 신체 긴장!),https://www.youtube.com//watch?v=UuSbR1vxkTE&pp=ugMICgJrbxABGAHKBQtjbGltYmluZyB2OA%3D%3D,climbing v8,1054
Will Cornell,A Highly Curated Collection Of New England Boulders,https://www.youtube.com//watch?v=4kpI9ZcLNco&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,634
Magnus Midtbø,Only Hard Bouldering!,https://www.youtube.com//watch?v=vcRBT9Q9jXM&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,837
Lattice Training,볼더링을 더 열심히 하기 위한 6가지 팁! V9에 도달,https://www.youtube.com//watch?v=x6XKOUDn0Z8&pp=ugMICgJrbxABGAHKBQtjbGltYmluZyB2OA%3D%3D,climbing v8,307
ROAP Coaching,Want to see the real differences between a pro and V8 climber?,https://www.youtube.com//watch?v=l6uVLRf7zns&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,1173
Magnus Midtbø,나의 한계 테스트 - 실내 8B+ 바위,https://www.youtube.com//watch?v=tIE_nJWmXB0&pp=ugMICgJrbxABGAHKBQtjbGltYmluZyB2OA%3D%3D,climbing v8,907
PeterBjorck,Hillclimb V8 Liwa Up to 3600hp!,https://www.youtube.com//watch?v=uEY49uRW69Q&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,576
Emil Abrahamsson,V1에서 V8까지의 Comp Boulders,https://www.youtube.com//watch?v=tziu4mSbJ0c&pp=ugMICgJrbxABGAHKBQtjbGltYmluZyB2OA%3D%3D,climbing v8,1065
Climb Refine,Intermediate Climber Trying V4 to V8 Boulders | POV Bouldering,https://www.youtube.com//watch?v=0gPPn6lKa98&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,915
Catalyst Climbing,Can Pro Coach Help Climber Reach V8? (ft. @hannahmorrisbouldering),https://www.youtube.com//watch?v=NpJj8SwP5DY&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,1154
Alex Lamas,Purple v8 at Movement Grapevine #bouldering #climbing #rockclimbing,https://www.youtube.com//shorts/j4CuKbramLI,climbing v8,18
Jessy Ware,Yogi Variation v8 in Joshua Tree. #climbing #rockclimbing #bouldering #climb #calisthenics #fitness,https://www.youtube.com//shorts/Ol9S76rcIjM,climbing v8,60
Connective Climbing,Blue boulders at Movement Climbing Gyms are V8-10 #climbing #bouldering,https://www.youtube.com//shorts/mIYrNs59tPE,climbing v8,33
MPZRACEVIDEO,"V8 Sounds Vol. 1 Hillclimb Bergrennen Oberhallau 2010 - very fast Dodge Duster, Chevy Camaro",https://www.youtube.com//watch?v=pufZnicNKc0&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,150
Benjamin Tan Yong Wei,"""Rastaman"" @ 40° 7B/V8 on the Kilter Board | Climbing Bouldering",https://www.youtube.com//shorts/pNlqOzhRTrM,climbing v8,36
Girl Beta,"Bishop Bouldering - Moonraker, V8",https://www.youtube.com//watch?v=FGd3wtJWXo0&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,81
The George Cameron,This V8 boulder ISN'T what you think!!! #bouldering #climbing #clips #trending #sports #extreme #4k,https://www.youtube.com//shorts/RQGirlcO5aY,climbing v8,33
BadWater Bouldering,"Highballing Requires Perfect Weather - Built to Last (v8) - Gold Bar, WA  #climbing #bouldering",https://www.youtube.com//shorts/M3a5vy3uyPk,climbing v8,59
Space Climbing ,NUEVO video ESCALANDO un 7b/V8 en ROCA #climber #climbing #bouldering,https://www.youtube.com//shorts/3LACaYj_W3k,climbing v8,32
MisterClimber,Beta Break FTW (V6 to V8) #climbing #bouldering,https://www.youtube.com//shorts/RpkEc7NpvDs,climbing v8,30
LNL CLIMBING,Sick V8 Dyno at Adam Ondra's gym 😎🤙 #bouldering #climbing #indoorclimbing #dyno,https://www.youtube.com//shorts/dBWMi7g3yXo,climbing v8,21
Chris Deal ,"Pocket Hercules V8, Sandstone MN #bouldering #climbing",https://www.youtube.com//shorts/CO6nEon9Bp0,climbing v8,42
MisterClimber,When your fit non climber friend tries climbing (V2 to V4 rated),https://www.youtube.com//shorts/Fj2pZQeh7cw,climbing v8,45
Nugg Opps,Kilter Campus Kilter Board Ascent (V8) #bouldering #kilterboard #climbing #climb #rockclimbing,https://www.youtube.com//shorts/H9xXQLixFjg,climbing v8,14
BadWater Bouldering,Gym climbing is so hard! This v8 tricked me! #climbing #bouldering #indoorclimbing,https://www.youtube.com//shorts/P_cxsbVkzng,climbing v8,33
UpHold - Climbing & Fitness,Awesome / Fun Indoor Climbing Session with V2-V8 Boulders at Rockmill Climbing,https://www.youtube.com//watch?v=XD8qRDD5Jsw&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,345
SOFT CLIMBS,RAINDANCE V8 #bouldering #climbing #4kstatus #youtube #breakingnews #edit #4k,https://www.youtube.com//shorts/bsfpJWm5t0Y,climbing v8,23
Chris Deal ,Fargo Climbing Endurance V7/V8,https://www.youtube.com//watch?v=n_vUYWxB3S8&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,62
Catalyst Climbing,How many V8+ boulders can Louis do in 90 minutes??,https://www.youtube.com//watch?v=yLq_gR1g80g&pp=ygULY2xpbWJpbmcgdjg%3D,climbing v8,1446
nicknote,Kept Barndooring on this V8 #bouldering #climb #climbing #movement #heelhook #fortworth #parkour,https://www.youtube.com//shorts/tA3r8zwbnJ8,climbing v8,20
CountryClimbing,V8! #outdoors #wow #awesome #climb #climbing #tough #foryou #fyp,https://www.youtube.com//shorts/lsJbwwrftBo,climbing v8,48
Magnus Midtbø,teaching Ludwig how to climb V9,https://www.youtube.com//watch?v=wL8PjCaJnAA&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,1054
Lattice Training,6 Tips To Bouldering Harder! Reach V9,https://www.youtube.com//watch?v=x6XKOUDn0Z8&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,307
Bouldering Bobat,V9 is V HARD || Is it possible?,https://www.youtube.com//watch?v=5aSlHsEIw_g&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,798
Bryan's Bomber Beta,How to TRAIN for CLIMBING as Advanced - [Bouldering V9 to V11],https://www.youtube.com//watch?v=dgfYtSHTo2c&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,490
Magnus Midtbø,humiliated by the best boulderer in the world   //  Shawn Raboutou,https://www.youtube.com//watch?v=5BiC-ypXGLU&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,1083
Magnus Midtbø,This boulder took me days to complete!,https://www.youtube.com//watch?v=sMkRijm5qGs&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,1543
Willy Climbs,“V9 or Harder” 🤓 #bouldering #climbing #shorts,https://www.youtube.com//shorts/iu2jzmpk--U,climbing v9,17
Catalyst Climbing,Louis fights for a V9,https://www.youtube.com//watch?v=rtHDchIBNqc&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,594
Miguel Climbs,Jabberwocky V9 - Red Rock Bouldering feat. Devin Meade,https://www.youtube.com//watch?v=OHHr9a2JRAY&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,499
BadWater Bouldering,Top 10 v5-v9 Bishop Climbs (1000 SUB CELEBRATION),https://www.youtube.com//watch?v=mfqfA40MSWo&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,611
WOAH Climbing,MY LONGEST PROJECT EVER?!  Pup fiction v9,https://www.youtube.com//watch?v=6755897rzRI&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,381
BadWater Bouldering,"How To: Insane Dyno! - Taurine (v9) Red Rocks, NV.  #bouldering #climbing #redrocks",https://www.youtube.com//shorts/3dL4do2udrY,climbing v9,56
Miguel Climbs,Ep. 68- My Hardest Project Yet -WRECKED on this V9 Boulder - Bit** Slap 5 V9 Red Rock Bouldering,https://www.youtube.com//watch?v=Q6MAc48RRGo&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,820
andyliu84,Moe's Valley Bouldering: Lindner's Roof (V9),https://www.youtube.com//watch?v=5Af3dQ1IhRY&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,59
Rusty,My First V9!!! #bouldering #climbing #boulderinggym #climbinggym #indoorclimbing #rockclimbing #v9,https://www.youtube.com//shorts/zLtZcdaBPZY,climbing v9,53
self.guided,"Stiff as a Board V9 - West Mountain, Hueco Tanks",https://www.youtube.com//watch?v=I-vq2eZK53g&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,88
Dane Ferolin,“Stretch”- 7C/V9 - Powerlinez Bouldering #bouldering #powerlinezbouldering #v9,https://www.youtube.com//shorts/SGqMBbBoUYU,climbing v9,23
Dane Ferolin,Kilter Board V9 @ 40 degrees #kilterboard #bouldering,https://www.youtube.com//shorts/VrhGReYGHyc,climbing v9,34
Smoki Bois Bouldering,Sam Duffy on Ko Chi Minh Trail (V9),https://www.youtube.com//watch?v=wP7dJjHgOJw&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,168
JaybirdTV,Home Wall Climbing | V9 V8 V8 V8,https://www.youtube.com//watch?v=nWOb0MAYC7g&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,706
August Climbing,Burden of Dreams V9 Replica: with the Fargo Climbing Crew,https://www.youtube.com//watch?v=XKVv2HvKjy8&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,1798
Willy Climbs,Scary V9 #bouldering #climbing,https://www.youtube.com//shorts/uLm6dHKMSOY,climbing v9,26
Ludwig,Can 4 Guys Beat 1 Climbing Champion?,https://www.youtube.com//watch?v=QE-nO2-czUY&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,888
Justin Cranmer,Monkey Far (V9) - Kraft Boulders - Red Rocks (NV) #bouldering #rockclimbing #dyno #climbing #v9,https://www.youtube.com//shorts/v8ZiQhmR9Ec,climbing v9,46
Eric Jerome,Wormwood V9 #climbing #bouldering #huecotanks #climb #rockclimbing #rockclimber #boulderinglife #v9,https://www.youtube.com//shorts/PVEZiIrONg8,climbing v9,60
BradfordBiffs,Brevity V9 Trigantor #climbing #bouldering,https://www.youtube.com//shorts/ChOAu7l0DIs,climbing v9,22
Emil Abrahamsson,8 years of training for this,https://www.youtube.com//shorts/_gwViuBcql0,climbing v9,46
Send Story,Climbing My First v9 / 3D Bouldering - BOULDER BREAKDOWN,https://www.youtube.com//watch?v=6TSZW47Ei2U&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,657
Crushed Climbing,Serenity Amidst Chaos (V9/7C),https://www.youtube.com//watch?v=khOBynrr0MM&pp=ygULY2xpbWJpbmcgdjk%3D,climbing v9,94
𝕿𝖍𝖊 𝕾𝖜𝖔𝖗𝖉,Fluid Mechanic |V9/7| #rockclimbing #climbing #bouldering,https://www.youtube.com//shorts/HGjT-cGU2AA,climbing v9,48
Dane Ferolin,Kilter Board V9 @ 40 degrees #kilterboard #bouldering #v9,https://www.youtube.com//shorts/iYSrlwXyU1Q,climbing v9,35
Joseph Diaz,V10 Climber Attempts 7 Dynamic Climbing Moves,https://www.youtube.com//watch?v=cA_B0gj361A&pp=ygUMY2xpbWJpbmcgdjEw,climbing v10,730
treylitefm,Freak V10,https://www.youtube.com//watch?v=KIvlmUHLCes&pp=ygUMY2xpbWJpbmcgdjEw,climbing v10,58
Nugg Opps,Scrumptious Kilter Board Ascent (7c+/V10),https://www.youtube.com//shorts/UD8dW1rXkP0,climbing v10,26
rockentry,HOW I CLIMBED MY FIRST V10 PROJECT: Aggressive Drop Knee Crux,https://www.youtube.com//watch?v=fDP0YeuzxsU&pp=ygUMY2xpbWJpbmcgdjEw,climbing v10,505
Cheng is Always Climbing,10 Things I Did to Do My First V10 Boulder,https://www.youtube.com//watch?v=cNPjyeKx5XA&pp=ygUMY2xpbWJpbmcgdjEw,climbing v10,510
Beefy Boulders,Hoseok Lee going for a V10 and apologizing for sandbagging his benchmarks,https://www.youtube.com//watch?v=AqEWqbfuS-c&pp=ygUMY2xpbWJpbmcgdjEw,climbing v10,699
Bryan's Bomber Beta,10 Reasons You Haven't Climbed V10 (it's not what you're thinking),https://www.youtube.com//watch?v=IiL1pZ9VU4c&pp=ygUMY2xpbWJpbmcgdjEw,climbing v10,543
Featz,Preparing for V10 - Two Simple Training Tips,https://www.youtube.com//watch?v=JfcdRVj5Ub8&pp=ygUMY2xpbWJpbmcgdjEw,climbing v10,332
Girl Beta,"Bishop Bouldering - Evilution to the Lip, V10",https://www.youtube.com//watch?v=KGUzZswY7aY&pp=ygUMY2xpbWJpbmcgdjEw,climbing v10,80
Choss Media,First Ascent of Too Tall to Fall - V10,https://www.youtube.com//watch?v=fkJ9DJcgi9g&pp=ygUMY2xpbWJpbmcgdjEw,climbing v10,825
Beau Zawisza,Cromagination V10/7c+,https://www.youtube.com//shorts/n_AkwATSdZI,climbing v10,37
BadWater Bouldering,the PHYSICS of climbing v10,https://www.youtube.com//shorts/QEz0zDdIi4Q,climbing v10,60
berlagawesome,Climbing my First V10,https://www.youtube.com//shorts/0ThYrujGfJ8,climbing v10,44
BadWater Bouldering,"What do you call this? - Purple Haze (v10) - Red Rocks, NV  #climbing #bouldering",https://www.youtube.com//shorts/XVNkV6IZdPE,climbing v10,57
Steven Bergey,Aloha V10 - Morgan Run NEA,https://www.youtube.com//shorts/cdupebGzlPg,climbing v10,56
Calisthenics King,V10 NO MATCH CAMPUS 😤 Vic Finale F2 #bouldering #power #calisthenics shoutout to @nuggopps3372,https://www.youtube.com//shorts/E0AugBmVC1Q,climbing v10,18
Nugg Opps,Far Guest Kilter Board Ascent (7c+/V10),https://www.youtube.com//shorts/-FPfbiDOyFA,climbing v10,30
Willy Climbs,My First V10 In MONTHS #climbing #bouldering,https://www.youtube.com//shorts/ku2OF5rB-zM,climbing v10,29
George McAneny,Yo Ali! V10,https://www.youtube.com//shorts/y1NCpGTE4H4,climbing v10,60
Power Company Climbing,Climbing Movement: Micro Progressions | Kris on Full Service (V10),https://www.youtube.com//watch?v=LfHqW1BOpvQ&pp=ygUMY2xpbWJpbmcgdjEw,climbing v10,138
Psychi,Projecting a V10 boulder at Depot Pudsey | Psychi,https://www.youtube.com//watch?v=eamELWNWOXE&pp=ygUMY2xpbWJpbmcgdjEw,climbing v10,427
Willy Climbs,V10! TRC Setting is BACK #bouldering #climbing #shorts,https://www.youtube.com//shorts/Dalv_jhU5YE,climbing v10,56
JUSTPULLFILMS,Techy V10,https://www.youtube.com//shorts/lA_XRolF7XU,climbing v10,29
birdbones,"Small Ax - V10 - Putnam County, NY",https://www.youtube.com//watch?v=uOXq4QKQFC4&pp=ygUMY2xpbWJpbmcgdjEw,climbing v10,527
BadWater Bouldering,"Soaking wet moss, but you still have to send! - Mercedes (v10) - Gold Bar, WA  #climbing #bouldering",https://www.youtube.com//shorts/_wXxOfoI4to,climbing v10,59
Aaron Chan,Soy1 V10/7C+ at 40° #climbing,https://www.youtube.com//shorts/820r4nJGSpw,climbing v10,22
EpicTV Climbing Daily,8a Sport Climbing And V10 Boulder...Send Time | Climbing Daily Ep.1440,https://www.youtube.com//watch?v=llOKgPaM_m0&pp=ygUMY2xpbWJpbmcgdjEw,climbing v10,417
Daniel Gajda,Osiris v10 #climbing #bouldering #rockclimbing #climb,https://www.youtube.com//shorts/IvWKCWg1s8I,climbing v10,57
Giant Rock,I thought this climb was impossible - Activity Monkey V10 #shorts #climbing #bouldering,https://www.youtube.com//shorts/DPEnkZMEtnQ,climbing v10,30
beta breaker climbing ,"Kilterboard V10 ""Bhak and better than ever""#climbing #viral #shorts",https://www.youtube.com//shorts/_SpmZVAIGl0,climbing v10,24
Eric Karlsson Bouldering,Fredrik Is Crushing A V11 This Bouldering Session!,https://www.youtube.com//watch?v=l6Wj50D5KuM&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,255
BadWater Bouldering,"DREAM CLIMB... Evilution Direct (v11, 55ft) - Bishop, CA",https://www.youtube.com//watch?v=OXEhbsVXhy0&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,1247
Nina Williams,Nina Williams on Ambrosia (V11),https://www.youtube.com//watch?v=S_XqoAkkIWw&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,325
Ben Mayforth,Para Climber does 8A/V11 on Kilterboard-Rocampus,https://www.youtube.com//watch?v=eQcwNXfehzU&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,146
Hooper's Beta,Breakdown and Analysis of Evilution V11 in Bishop | Anatomy of the Climb,https://www.youtube.com//watch?v=C2e1jb3omlc&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,1561
Bryan's Bomber Beta,My Training Routine for Climbing V11/8A,https://www.youtube.com//watch?v=_cbRnGkRlbg&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,961
Eric Karlsson Bouldering,8A/V11 Bloc Down Climbing Jugs Only || Is It Possible?,https://www.youtube.com//watch?v=MiWM5u6znME&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,1399
Andrew MacFarlane,Classic Climbs In Magic Wood with Jon Partridge! | V5 to V11,https://www.youtube.com//watch?v=970V3nhQjU8&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,1105
Tristan Chen,Duel 8A/V11,https://www.youtube.com//watch?v=0c4ZCOP5b00&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,277
Emil Abrahamsson,8A/V11 First Ascent & Powerful Climbing,https://www.youtube.com//watch?v=vtD5tvWi7jA&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,941
Lattice Training,Is your grip strong enough? Finger strength Vs climbing ability,https://www.youtube.com//watch?v=BF6PdtL5EKQ&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,516
James Braithwaite,Wet Dream Right V11 (8A) My Hardest Climb Ever (With Hold Closeups) • Red Rock Bouldering (NV),https://www.youtube.com//watch?v=VjMhC4JTx8k&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,89
Peter Li,Rumbling Bald Bouldering - The Christian V11,https://www.youtube.com//watch?v=HtbLx6umxCA&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,52
Pablo ,The Ice Cave Climb- Wildhair V11,https://www.youtube.com//watch?v=ozOpa_vmlBY&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,197
Dan Andrei,Roof Climbing on the Bonneville Shoreline Trail: Paradise Biryani V11,https://www.youtube.com//watch?v=3V3XDny0z4I&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,91
REEL ROCK,“I remember everything happening in slow motion…” Nina Williams falls on v11 highball #whipper,https://www.youtube.com//shorts/m0T693js9UU,climbing v11,51
Nina Williams,"First Ascent of Sundial (V11) in Roy, NM",https://www.youtube.com//watch?v=5UFKlA8jfNQ&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,88
Tension Climbing,"Tristan Chen sends ""Welcome to the Future"" V11 in Tahoe, California",https://www.youtube.com//watch?v=8jBIFVyx76I&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,54
RockCitizens,This Is Not a V11😭 #bouldering #climbing,https://www.youtube.com//shorts/YgLgRgKQZlM,climbing v11,25
andyliu84,Bishop Bouldering: Evilution Direct (V11),https://www.youtube.com//watch?v=Gte3o7a6N0w&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,217
Climbing World,💣 Tomoa Narasaki OUTDOOR ROCK CLIMBING - [V11 FLASH],https://www.youtube.com//watch?v=EdZ_HK4rS58&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,736
Bouldering Breakdown,Climbing Techniques Review - V11 - Jade Rabbit,https://www.youtube.com//shorts/Ww-PPSCWg9c,climbing v11,58
Hari G,Ferrino footless ✅ f8a / v11 #climbing #bouldering,https://www.youtube.com//shorts/hDGkbIV_gzg,climbing v11,21
Ben Mayforth,V11 work #v11 #paraclimbing #bouldering #training #fitness,https://www.youtube.com//shorts/5aq6hHn2Lts,climbing v11,32
Dave MacLeod,Side Hustle V11 first ascent,https://www.youtube.com//shorts/w24YIj6QSQM,climbing v11,43
Sam Rothstein,Dreamland V11,https://www.youtube.com//watch?v=G9jW-L8zxAk&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,50
UKClimbing,Highball Fall from Samson (Font 8A/V11)  #climbing #bouldering,https://www.youtube.com//shorts/YnqBwB4EwsU,climbing v11,56
Jorge Loredo,“Chung Li” V11 🦧 climbing through a roof!!,https://www.youtube.com//watch?v=gcVg6WEe3J4&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,86
Tension Climbing,"Roy Quanstrom sends ""King Tut"" V11 in Red Feather",https://www.youtube.com//watch?v=kSWIWgTvM-4&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,75
FrictionLabs,"FrictionLabs Pro and legally blind climber Justin Salas climbs Worm Turns, V11!",https://www.youtube.com//watch?v=pOHHCdUx_7M&pp=ygUMY2xpbWJpbmcgdjEx,climbing v11,61
